customer_id,days_since_last_purchase,tx_count_30d,tx_count_60d,tx_count_90d,num_unique_products,product_diversity_ratio,favorite_product_ratio,avg_days_between_tx,avg_monthly_txns,activity_level,tx_trend_60,tx_trend_90,recent_activity_score,target
9811305,0.0,124,396,635,23.0,0.016715116279069766,0.2492732558139535,0.1650909090909091,126.41527475239691,2,-148,-131.5,29.915967681375655,210
2720980,1.0,428,577,655,25.0,0.016469038208168644,0.23254281949934125,0.17205009887936717,139.074674996394,2,279,314.5,61.96424001345613,65
2395893,0.0,176,210,230,19.0,0.01639344262295082,0.3088869715271786,0.17875647668393782,107.54388340941226,2,142,149.0,21.53651834290744,146
8406268,13.0,45,232,425,28.0,0.01809954751131222,0.14738202973497092,0.14165588615782665,145.90983098024205,2,-142,-145.0,16.4955526923862,91
9710961,0.0,128,411,529,23.0,0.013714967203339297,0.19022063208109719,0.10023866348448687,178.40756233347287,2,-155,-72.5,23.93923131434861,178
2688067,1.0,209,250,376,31.0,0.017836593785960874,0.1524741081703107,0.14795624640184227,157.98693249919637,2,168,125.5,28.9389121337314,307
1132801,0.0,225,691,1084,24.0,0.010994044892349977,0.3737975263398992,0.06095325389550871,204.655034890339,2,-241,-204.5,63.3915881884342,376
8327629,0.0,162,318,839,21.0,0.01084710743801653,0.23553719008264462,0.08423772609819122,202.4639748067025,2,6,-176.5,39.015038901943285,269
1318863,40.0,0,12,18,22.0,0.053268765133171914,0.23728813559322035,0.6092233009708737,45.519458042693465,2,-12,-9.0,2.5295171167883312,189
5117982,5.0,141,237,292,23.0,0.03645007923930269,0.21870047543581617,0.4301587301587302,58.42599594879416,2,45,65.5,12.546981917393559,175
9975355,0.0,110,119,280,27.0,0.01764705882352941,0.3026143790849673,0.1327665140614781,139.21024651324342,2,101,25.0,31.23078986517531,107
4756446,0.0,151,296,462,25.0,0.013579576317218903,0.29386203150461704,0.10760869565217392,166.53316884252828,2,6,-4.5,25.373270144779532,252
4828886,3.0,134,329,664,22.0,0.010853478046373951,0.2506166748889985,0.06465942744323791,191.33120220047724,2,-61,-131.0,26.213827677917404,94
1525871,7.0,644,1412,1905,23.0,0.0059462254395036196,0.15899689762150981,0.04499612102404965,417.34305800249814,2,-124,13.5,74.79463111946448,0
1241015,0.0,174,316,450,22.0,0.016152716593245228,0.1196769456681351,0.19838354151359294,126.3027329119937,2,32,36.0,41.77047057439293,164
9065995,10.0,55,125,125,18.0,0.0400890868596882,0.24053452115812918,0.5714285714285714,48.784426045825185,2,-15,20.0,8.43505320480955,6
6206108,29.0,1,30,150,24.0,0.030456852791878174,0.15355329949238578,0.23252858958068615,99.6393009750929,2,-28,-73.5,6.030087172756952,34
3926262,13.0,77,529,613,20.0,0.010482180293501049,0.2693920335429769,0.11274252753015207,179.39451487467775,2,-375,-191.0,24.817147818826058,32
7785882,0.0,277,486,604,22.0,0.014925373134328358,0.2503392130257802,0.16021724372029872,134.1086215065835,2,68,113.5,37.87582057343515,355
1229662,2.0,511,620,1284,24.0,0.008394543546694649,0.2700244840853445,0.054933519944016795,323.91592710561866,2,402,124.5,54.710164058674856,228
7243522,7.0,58,598,1125,18.0,0.0052478134110787176,0.3029154518950437,0.04695246427529892,317.6316437452287,2,-482,-475.5,38.482819853089964,0
2684319,0.0,237,588,832,28.0,0.013847675568743818,0.22007912957467854,0.10143493320138545,187.30699460216056,2,-114,-60.5,56.582288482423486,137
8244710,1.0,148,190,335,23.0,0.025274725274725275,0.25934065934065936,0.28052805280528054,84.78769494858129,2,106,54.5,23.990159230208818,187
7400852,0.0,126,321,321,25.0,0.0195160031225605,0.2927400468384075,0.2109375,121.76179070157256,2,-69,28.5,39.966435817588646,284
2341888,0.0,167,369,489,14.0,0.009900990099009901,0.4002828854314003,0.12880396319886767,128.33583992538826,2,-35,6.0,33.701243727234555,110
7271671,0.0,96,130,152,14.0,0.025925925925925925,0.42962962962962964,0.5009276437847866,49.23887544150213,2,62,68.0,13.999536309954989,330
3537244,2.0,43,213,385,24.0,0.023121387283236993,0.18882466281310212,0.2391513982642237,95.29961905870738,2,-127,-128.0,13.982689508657945,172
5771812,0.0,496,650,762,22.0,0.015965166908563134,0.262699564586357,0.1692084241103849,137.30935406903632,2,342,363.0,39.82664157797062,160
1650038,0.0,285,353,380,30.0,0.01485148514851485,0.17623762376237623,0.11292719167904904,192.91028452160734,2,217,237.5,38.55274048027699,123
9134941,1.0,200,476,690,25.0,0.013227513227513227,0.33756613756613757,0.10428798305982001,172.32809328455193,2,-76,-45.0,39.94013910527103,72
9578843,0.0,250,343,572,30.0,0.012300123001230012,0.16154161541615417,0.06890894175553733,221.3311043881897,2,157,89.0,68.92565770737058,183
6866175,1.0,45,144,247,16.0,0.02038216560509554,0.3910828025477707,0.3086734693877551,71.90193727560526,2,-54,-56.0,10.399114723628312,212
4186957,0.0,6,45,77,26.0,0.022413793103448276,0.18189655172413793,0.19327006039689387,107.7516215977211,2,-33,-29.5,9.045546982961575,55
1261120,7.0,225,334,442,19.0,0.015248796147672551,0.2945425361155698,0.19196787148594377,116.16366693082921,2,116,116.5,26.633724620183777,56
7947635,6.0,116,298,410,18.0,0.025210084033613446,0.21428571428571427,0.3576437587657784,67.3591843691671,2,-66,-31.0,16.22197830713959,198
2513224,1.0,303,515,661,23.0,0.024185068349106203,0.3449001051524711,0.23578947368421052,102.64575579759133,2,91,124.0,46.06058631771988,12
2569112,13.0,27,151,237,16.0,0.01652892561983471,0.21074380165289255,0.21613236814891418,91.89427407174028,2,-97,-78.0,9.842579519496965,25
7752441,0.0,27,33,75,20.0,0.023980815347721823,0.38848920863309355,0.3085234093637455,77.2874757909874,2,21,3.0,9.292798982192641,93
1150412,0.0,79,598,657,12.0,0.007453416149068323,0.20745341614906831,0.1454319453076445,150.76074749001268,2,-440,-210.0,36.507627082880326,76
4382091,0.0,21,170,414,9.0,0.007081038552321007,0.3902439024390244,0.16614173228346457,117.65680802881745,2,-128,-175.5,14.534767058525242,157
4474245,0.0,499,535,535,23.0,0.019508057675996608,0.16539440203562342,0.21137521222410866,109.49879133029741,2,463,481.0,113.5125873714128,116
3798379,1.0,91,117,162,15.0,0.016666666666666666,0.28444444444444444,0.28809788654060065,82.07218598225347,2,65,55.5,13.52210922074473,119
7604799,0.0,134,454,683,26.0,0.015285126396237508,0.17989417989417988,0.09176470588235294,178.03418417249588,2,-186,-140.5,35.40417049784385,38
7799847,0.0,151,279,364,22.0,0.021847070506454815,0.2830188679245283,0.2147117296222664,91.61811289527519,2,23,44.5,37.89450619677413,140
9341302,0.0,190,306,508,26.0,0.022608695652173914,0.2026086956521739,0.1514360313315927,107.60580240073809,2,74,31.0,34.25872674830652,112
2262358,1.0,1,112,174,20.0,0.013175230566534914,0.4176548089591568,0.15886618325642715,142.75099415812625,2,-110,-85.5,9.617531977946067,15
4804651,8.0,46,167,238,13.0,0.011373578302712161,0.40507436570428695,0.18388791593695272,108.60432984653515,2,-75,-50.0,11.681764909320684,79
4908594,6.0,123,413,422,20.0,0.019267822736030827,0.19845857418111754,0.23143683702989393,98.92303045870784,2,-167,-26.5,18.90618367057403,90
2407192,0.0,642,651,1029,21.0,0.0097856477166822,0.4254426840633737,0.07459207459207459,263.6289744611494,2,633,448.5,179.19596588655614,33
5855923,3.0,413,659,859,11.0,0.009812667261373774,0.48349687778768957,0.24464285714285713,102.8432523740281,2,167,190.0,43.38958513168858,120
4451166,0.0,190,391,496,14.0,0.011466011466011465,0.4488124488124488,0.16639344262295083,113.00768600825184,2,-11,37.0,49.68385903350425,107
6849585,0.0,196,441,607,19.0,0.011620795107033639,0.5217125382262997,0.12851897184822522,155.79600217142905,2,-49,-9.5,43.348785792861754,82
4764333,0.0,281,416,478,19.0,0.011613691931540342,0.22249388753056235,0.08134556574923547,239.37063164266658,2,146,182.5,38.560217615508755,32
9553202,2.0,37,323,569,18.0,0.012,0.37466666666666665,0.15276851234156105,139.73681723302903,2,-249,-229.0,20.257846603240164,83
6709871,0.0,113,262,427,19.0,0.01304945054945055,0.2733516483516483,0.13470790378006872,134.80126544236447,2,-36,-44.0,42.68019891360048,49
7756617,58.0,0,4,284,15.0,0.019659239842726082,0.4534731323722149,0.16404199475065617,145.11545050371555,2,-4,-142.0,7.111495350708453,22
9060305,0.0,403,753,764,25.0,0.02302025782688766,0.23480662983425415,0.21566820276497695,98.414385695391,2,53,222.5,82.85551982697702,192
5473514,0.0,69,256,350,22.0,0.016654049962149888,0.2906888720666162,0.1621212121212121,139.0598283260236,2,-118,-71.5,36.82674490644222,32
1594729,1.0,35,164,312,13.0,0.01368421052631579,0.33052631578947367,0.20337197049525815,86.55788966949353,2,-94,-103.5,13.039387374643795,159
3219760,6.0,4,4,4,8.0,0.16326530612244897,0.22448979591836735,4.229166666666667,6.856627281120856,1,4,4.0,0.6987584195860372,21
4591716,0.0,232,388,404,21.0,0.018666666666666668,0.17155555555555554,0.23398576512455516,106.96421537591439,2,76,146.0,41.378155132066674,104
2872694,1.0,143,303,517,28.0,0.016908212560386472,0.2179951690821256,0.1190332326283988,165.3015190265747,2,-17,-44.0,25.528234682892794,47
8465588,8.0,22,42,52,14.0,0.044444444444444446,0.2698412698412698,0.5222929936305732,49.78560130312422,2,2,7.0,4.047480008854544,183
2654015,2.0,181,340,402,12.0,0.00975609756097561,0.20650406504065041,0.21318144833197722,115.65069737868396,2,22,70.5,30.04997251933774,82
5809109,0.0,344,396,455,16.0,0.03404255319148936,0.3382978723404255,0.6012793176972282,44.708639943568116,2,292,288.5,43.538808134090715,150
2952325,26.0,4,50,50,13.0,0.09774436090225563,0.2857142857142857,2.0833333333333335,13.85258840729709,1,-42,-19.0,1.6037618656328778,37
9618217,7.0,124,201,243,30.0,0.029940119760479042,0.1536926147704591,0.23676323676323677,94.81683503879123,2,47,64.5,12.343518059170597,75
9843137,1.0,77,176,287,8.0,0.011251758087201125,0.47960618846694797,0.31408450704225355,66.85809559414726,2,-22,-28.0,13.288089999653725,55
9679391,0.0,96,215,370,15.0,0.013392857142857142,0.35267857142857145,0.1644325290437891,109.63783107385511,2,-23,-41.0,23.01987805089887,90
4008516,0.0,300,476,689,18.0,0.014962593516209476,0.22942643391521197,0.20049916805324458,109.31971762334683,2,124,105.5,40.364137377677054,74
7866866,2.0,30,261,648,24.0,0.013994169096209912,0.18309037900874636,0.1353558926487748,156.36838853221414,2,-201,-279.0,20.08727917267134,11
4412215,1.0,121,301,343,27.0,0.029443838604143947,0.1515812431842966,0.24017467248908297,85.92132714555953,2,-59,10.0,22.92293394579901,73
6628783,0.0,25,169,209,24.0,0.02536997885835095,0.19873150105708245,0.2571428571428571,90.7596406833927,2,-119,-67.0,11.697512572460079,116
9346906,1.0,68,248,658,19.0,0.01270053475935829,0.24933155080213903,0.1411371237458194,157.57327496773226,2,-112,-227.0,26.881279906176637,25
7939178,0.0,742,1250,1301,19.0,0.014210919970082274,0.4719521316379955,0.20059880239520958,130.97446443180655,2,234,462.5,149.31486245672335,167
1425811,7.0,62,72,87,19.0,0.027777777777777776,0.4195906432748538,0.3938506588579795,63.536965483269235,2,52,49.5,7.760388371884777,86
1545938,0.0,15,42,97,18.0,0.0282574568288854,0.24489795918367346,0.3977987421383648,58.2515946686272,2,-12,-26.0,9.239376457048499,116
1031165,0.0,258,378,434,14.0,0.01856763925729443,0.2506631299734748,0.3054448871181939,68.62127809022054,2,138,170.0,73.43428936692514,123
8822663,5.0,96,217,313,24.0,0.02577873254564984,0.2728249194414608,0.256989247311828,90.38688016236848,2,-25,-12.5,13.536883727051727,71
9503048,2.0,93,255,336,19.0,0.02695035460992908,0.2624113475177305,0.3465909090909091,66.43857638581056,2,-69,-28.5,15.965381885468425,155
5041692,0.0,142,176,204,26.0,0.03198031980319803,0.21648216482164823,0.28448275862068967,74.08534326405905,2,108,111.0,34.36722566834695,120
3754535,1.0,147,311,403,18.0,0.014354066985645933,0.21451355661881977,0.15802075019952114,118.33316868621411,2,-17,19.0,22.38952429059204,89
8886826,2.0,4,149,262,21.0,0.020172910662824207,0.35830931796349663,0.23846153846153847,95.04644486629934,2,-141,-125.0,10.901749402764588,41
7940745,2.0,73,167,235,22.0,0.03985507246376811,0.1721014492753623,0.4573502722323049,50.56765720998114,2,-21,-8.0,9.992060925209039,21
4414897,0.0,179,278,415,10.0,0.010482180293501049,0.5712788259958071,0.27492130115424973,87.04505407342967,2,80,61.0,38.056120603164175,189
2674263,5.0,50,169,378,22.0,0.014884979702300407,0.2029769959404601,0.15707515233581584,135.96598878416944,2,-69,-114.0,16.402550008256668,13
6661377,1.0,4,276,689,21.0,0.011904761904761904,0.35090702947845803,0.1344299489506523,165.8998394311315,2,-268,-338.5,20.546892312190845,9
7581616,0.0,63,173,266,21.0,0.021212121212121213,0.18383838383838383,0.2396359959555106,89.80878931369831,2,-47,-38.5,17.284924628281132,66
8441483,0.0,9,147,302,14.0,0.009327115256495669,0.3557628247834777,0.16133333333333333,136.03818640962314,2,-129,-137.5,20.3148756053125,262
1968660,0.0,61,101,101,16.0,0.0196319018404908,0.2907975460122699,0.35872235872235875,75.54413823427514,2,21,41.0,26.937425940356917,17
3634986,0.0,52,106,163,17.0,0.033932135728542916,0.21756487025948104,0.536,45.50390901848118,2,-2,-3.5,14.304602170953977,65
8811997,0.0,101,155,241,21.0,0.023863636363636365,0.19545454545454546,0.22070534698521047,94.66813379989371,2,47,31.0,16.119129458933568,41
6509907,6.0,28,208,231,13.0,0.01643489254108723,0.48419721871049304,0.30759493670886073,72.9610847571352,2,-152,-73.5,9.938192940448515,69
4576544,0.0,42,60,108,26.0,0.017591339648173207,0.22259810554803788,0.16113744075829384,144.4641162617705,2,24,9.0,26.3347288995424,69
9003245,134.0,0,0,0,26.0,0.015186915887850467,0.16063084112149534,0.05902980713033314,262.12552716926194,2,0,0.0,9.017517849438246,0
4275069,0.0,20,28,40,17.0,0.04594594594594595,0.3054054054054054,0.7181571815718157,33.43508502258789,2,12,10.0,5.003647279570541,77
6365249,2.0,47,262,320,23.0,0.02836004932182491,0.19728729963008632,0.32592592592592595,76.50206066518949,2,-168,-89.5,14.604204683655318,39
2694213,0.0,70,214,290,19.0,0.015548281505728314,0.44189852700491,0.1760851760851761,111.41860764429576,2,-74,-40.0,25.326496333819517,107
6385644,0.0,38,38,38,5.0,0.13157894736842105,0.6052631578947368,0.24324324324324326,38.0,1,38,38.0,13.167735042735043,72
9163813,0.0,64,122,269,20.0,0.028011204481792718,0.24369747899159663,0.3534361851332398,64.71260993898309,2,6,-38.5,19.94013177273549,58
1198032,1.0,111,158,308,21.0,0.022292993630573247,0.267515923566879,0.1891604675876727,116.87686755633486,2,64,12.5,19.704096239674865,44
3162626,1.0,222,277,449,19.0,0.017148014440433214,0.19584837545126355,0.22944896115627822,100.6732917590766,2,167,108.5,34.06193320009328,46
1073325,0.0,101,268,369,13.0,0.013265306122448979,0.7775510204081633,0.21041879468845762,91.96146726186356,2,-66,-33.0,23.951945679871077,33
4050612,16.0,5,19,65,22.0,0.0763888888888889,0.19791666666666666,0.9094076655052264,29.192993164821974,2,-9,-25.0,2.254295461617292,34
7313337,25.0,3,503,1122,20.0,0.012399256044637322,0.2572845629262244,0.019851116625310174,506.459077494896,2,-497,-556.5,24.023092667536496,0
5846474,27.0,3,3,3,22.0,0.013915243516761544,0.32827324478178366,0.16329113924050634,160.02485497985137,2,3,3.0,7.6564789214639895,0
5021326,0.0,223,408,413,13.0,0.018922852983988356,0.24890829694323144,0.35276967930029157,66.93155327229408,2,38,128.0,42.25317317512358,45
8714192,0.0,115,172,200,16.0,0.03532008830022075,0.2052980132450331,0.6172566371681416,42.05767455440041,2,58,72.5,49.83415553412344,68
2577278,0.0,258,281,289,18.0,0.031413612565445025,0.41710296684118675,0.44405594405594406,55.82417954035616,2,235,242.5,64.50767242230417,59
9150929,19.0,4,66,330,20.0,0.016722408026755852,0.2976588628762542,0.19665271966527198,124.87951661493402,2,-58,-159.0,10.428084475214197,24
5678343,2.0,58,87,132,14.0,0.06763285024154589,0.38164251207729466,1.266990291262136,22.24104679378955,1,29,21.0,6.300473513129042,12
3403487,0.0,86,205,360,13.0,0.0161892901618929,0.36114570361145704,0.3254364089775561,72.75233823397417,2,-33,-51.0,18.967658970565708,22
1470786,7.0,65,69,142,17.0,0.030035335689045935,0.2067137809187279,0.4584070796460177,52.90238458431022,2,61,26.5,7.466727855952586,217
5606263,6.0,120,281,412,15.0,0.02040816326530612,0.5265306122448979,0.36648501362397823,69.4222930550032,2,-41,-26.0,16.74929969404825,107
8960262,0.0,14,103,218,30.0,0.032432432432432434,0.1308108108108108,0.25432900432900435,83.80198273890339,2,-75,-88.0,19.212704668698635,84
5837358,0.0,123,228,228,8.0,0.03508771929824561,0.4166666666666667,0.19823788546255505,120.5814320203579,1,18,70.5,23.086421138089023,233
8102985,0.0,127,135,261,23.0,0.04904051172707889,0.255863539445629,0.49786324786324787,51.897505711736216,2,119,60.0,130.22896136236346,113
6595913,0.0,91,207,323,23.0,0.02822085889570552,0.24171779141104294,0.22972972972972974,77.4281708478921,2,-25,-25.0,16.73955912049893,52
5581181,1.0,74,116,215,13.0,0.04377104377104377,0.5185185185185185,0.9831081081081081,27.75066788532885,2,32,3.5,9.208382591834658,34
2211812,0.0,213,332,442,12.0,0.014510278113663845,0.501813784764208,0.3220338983050847,77.26777920590517,2,94,98.5,23.685059345685097,118
9551370,0.0,8,96,117,9.0,0.02040816326530612,0.47392290249433106,0.5431818181818182,43.13125234868624,2,-80,-46.5,8.85291559015764,33
8132113,2.0,177,410,622,18.0,0.016917293233082706,0.23590225563909775,0.22295390404515522,97.81707082069701,2,-56,-45.5,25.734595717561888,62
6169222,0.0,154,214,320,23.0,0.03668261562998405,0.21690590111642744,0.4329073482428115,56.78596230586541,2,94,71.0,30.370649123147498,77
9037014,0.0,54,77,119,23.0,0.022157996146435453,0.23410404624277456,0.2719382835101254,94.3457966528804,2,31,21.5,31.555160942036352,185
2118818,0.0,43,181,210,21.0,0.036585365853658534,0.34146341463414637,0.43455497382198954,53.096399213078804,2,-95,-40.5,12.403746426889466,89
8128037,1.0,55,92,95,12.0,0.04460966542750929,0.483271375464684,1.0149253731343284,26.454134923917493,2,18,35.0,11.709691313031582,23
8972999,12.0,92,146,163,25.0,0.02765486725663717,0.23008849557522124,0.23034330011074197,91.08543059681958,2,38,56.5,10.199692532848372,27
3497621,2.0,30,68,68,22.0,0.022132796780684104,0.25251509054325955,0.25075528700906347,95.27084159294706,2,-8,11.0,9.229619800834207,28
7364846,1.0,67,171,225,12.0,0.01405152224824356,0.6241217798594848,0.23446658851113716,84.83219175164167,2,-37,-12.0,16.857308377128685,24
1099520,0.0,135,322,474,16.0,0.019184652278177457,0.3117505995203837,0.1368547418967587,153.80928160514924,2,-52,-34.5,31.862545961370934,105
6330326,9.0,33,48,138,17.0,0.03130755064456722,0.35543278084714547,0.496309963099631,50.926527470407,2,18,-19.5,5.70071915407079,18
9337548,2.0,98,300,433,25.0,0.020610057708161583,0.16323165704863973,0.18729372937293728,123.82546545045923,2,-104,-69.5,19.064409611786324,16
3118654,2.0,48,80,128,17.0,0.024320457796852647,0.33047210300429186,0.37392550143266473,64.26219680674114,2,16,8.0,8.849326312446983,85
2575375,2.0,24,49,49,19.0,0.11176470588235295,0.2,1.6863905325443787,16.309693131709807,1,-1,11.5,3.1943869233898368,73
1491424,0.0,51,129,165,19.0,0.04960835509138381,0.26631853785900783,0.6675392670157068,36.58993960419977,2,-27,-6.0,8.41474141433296,103
7621018,50.0,0,50,56,18.0,0.05806451612903226,0.21935483870967742,0.7961165048543689,35.72222305565086,2,-50,-28.0,2.164890396306157,6
4258203,2.0,109,231,319,19.0,0.020765027322404372,0.2098360655737705,0.31291028446389496,83.37067609714269,2,-13,4.0,17.81628199292226,182
5042492,0.0,79,163,234,11.0,0.030136986301369864,0.4602739726027397,0.6510989010989011,36.207821768695986,2,-5,1.5,14.726602101799362,112
7487731,1.0,31,50,136,19.0,0.03220338983050847,0.2864406779661017,0.4855687606112054,54.130530460544776,2,12,-21.5,8.246847029668155,329
6900166,2.0,12,22,25,18.0,0.02786377708978328,0.30495356037151705,0.40930232558139534,60.176473753946766,2,2,5.5,4.668476966033098,24
9360481,1.0,37,230,362,20.0,0.026595744680851064,0.14095744680851063,0.2822902796271638,76.53915249949297,2,-156,-125.5,18.55164844655015,90
6150282,1.0,13,32,164,23.0,0.032857142857142856,0.24571428571428572,0.35336194563662376,63.834607212190555,2,-6,-62.5,6.545838424488623,125
1595908,0.0,330,457,531,22.0,0.02579132473622509,0.3821805392731536,0.10328638497652583,189.13343240320205,2,203,229.5,67.75632102792079,35
9493878,6.0,22,228,327,26.0,0.020850040096230954,0.23656776263031276,0.21107544141252008,118.67343572572901,2,-184,-130.5,14.06095810916168,1
1182581,0.0,47,135,191,18.0,0.02390438247011952,0.6706507304116865,0.3125,69.7667956347002,2,-41,-25.0,14.379838935155604,49
5695488,2.0,8,79,145,10.0,0.010548523206751054,0.3628691983122363,0.29567053854276665,89.12464914098895,2,-63,-60.5,7.256327367218001,45
3706750,0.0,134,222,268,22.0,0.028460543337645538,0.21216041397153945,0.30569948186528495,70.57352045841286,2,46,67.0,20.095463152338162,150
9609324,13.0,9,124,312,23.0,0.04466019417475728,0.24660194174757283,0.4805447470817121,50.51297254099101,2,-106,-142.5,7.08786626334186,56
3745019,1.0,61,93,102,16.0,0.0443213296398892,0.4404432132963989,0.7861111111111111,34.28107096140473,2,29,40.5,7.381749500497801,65
3281066,2.0,51,216,253,13.0,0.022108843537414966,0.24319727891156462,0.42759795570698467,53.97588523674378,2,-114,-50.0,12.723555501837136,46
8981932,0.0,77,121,137,15.0,0.06696428571428571,0.38392857142857145,0.8699551569506726,30.327788243783818,1,33,47.0,19.295108444407585,100
7048674,0.0,53,66,67,19.0,0.03304347826086956,0.3652173913043478,0.45993031358885017,52.1580995424895,2,40,46.0,10.479188851309146,49
3446262,5.0,43,143,172,8.0,0.02702702702702703,0.7567567567567568,1.0135593220338983,27.43828493653188,2,-57,-21.5,6.535613916793478,36
3606248,0.0,53,78,87,18.0,0.0743801652892562,0.21487603305785125,1.037344398340249,25.25884245082282,1,28,36.0,5.736883320457819,70
6531737,30.0,0,4,152,21.0,0.026888604353393086,0.18181818181818182,0.3038461538461538,89.77984301913695,2,-4,-76.0,5.107558795191857,21
8874983,2.0,39,248,258,18.0,0.037578288100208766,0.17954070981210857,0.5564853556485355,49.38078972980877,2,-170,-70.5,10.30513274183694,57
5382497,0.0,29,162,194,9.0,0.011450381679389313,0.5610687022900763,0.3643312101910828,71.44575037542543,2,-104,-53.5,10.73774429851475,44
4363353,12.0,82,85,107,7.0,0.05384615384615385,0.35384615384615387,2.0697674418604652,13.728007757036204,1,79,69.5,5.818680921323803,22
1499465,1.0,90,293,362,22.0,0.029649595687331536,0.31805929919137466,0.32118758434547906,72.02535550286387,2,-113,-46.0,19.682342250819836,76
3484188,0.0,84,95,101,17.0,0.056666666666666664,0.27666666666666667,0.8762541806020067,29.236199172390855,2,73,75.5,19.223718220131087,157
8753356,0.0,14,127,137,18.0,0.03956043956043956,0.5934065934065934,0.5462555066079295,47.33835221712903,2,-99,-47.5,7.75602473354417,109
4443742,150.0,0,0,0,12.0,0.05581395348837209,0.31627906976744186,0.6121495327102804,41.58463967521238,1,0,0.0,1.1487773147396163,5
4174118,1.0,131,251,317,21.0,0.01984877126654064,0.24574669187145556,0.2185430463576159,99.5910422946218,2,11,38.0,17.46562939222027,73
2269586,0.0,43,120,264,18.0,0.022031823745410038,0.23990208078335373,0.3272058823529412,75.11461515671083,2,-34,-67.5,22.43097003979198,102
2099931,1.0,67,165,221,18.0,0.05642633228840126,0.26959247648902823,0.2610062893081761,73.14244160912662,2,-31,-10.0,14.316542311902435,83
