customer_id,activity_level,days_since_last_purchase,tx_count_30d,tx_count_60d,tx_count_90d,num_unique_products,avg_days_between_tx,avg_monthly_txns,target
2118818,2,1.0,85,187,222,22.0,0.5108412836079792,46.156686144391244,46
8128037,2,0.0,93,221,278,16.0,0.5294117647058824,46.65653402111154,75
8941600,2,0.0,50,152,373,21.0,0.537542662116041,48.38210892694482,239
8972999,2,1.0,49,106,120,27.0,0.5,48.644715489819866,69
3497621,2,27.0,6,49,72,25.0,0.49185667752442996,51.56627260797643,3
7364846,2,0.0,122,174,210,17.0,0.4593724859211585,51.11720575384027,66
1099520,2,5.0,36,114,128,18.0,0.3845528455284553,63.16785780612454,31
6330326,2,1.0,30,35,60,21.0,0.6445783132530121,39.62267854876376,113
9337548,2,183.0,0,0,0,25.0,0.3785310734463277,68.91331984980219,30
3118654,2,2.0,1,6,15,18.0,0.5557522123893806,45.04248487382685,82
2575375,2,1.0,67,90,152,25.0,1.1896869244935544,22.02162289722357,114
1491424,2,0.0,28,88,144,23.0,0.5752032520325203,39.8775235910093,82
7621018,2,2.0,194,250,261,22.0,0.685459940652819,41.298933388396485,68
4258203,2,199.0,0,0,0,23.0,0.3718944099378882,69.11952495099621,0
5042492,2,2.0,35,87,181,13.0,0.6061246040126715,39.09860736824872,31
7487731,2,20.0,1,2,2,19.0,0.6237161531279178,43.75679916712416,3
6900166,2,0.0,35,81,110,19.0,0.6488933601609658,39.74982603543057,61
9360481,2,65.0,0,0,9,24.0,0.4866850321395776,49.72442528343493,59
6150282,2,0.0,63,71,105,26.0,0.5077054794520548,46.32612727460179,41
1595908,2,65.0,0,0,31,22.0,0.3166268894192522,75.91233154212519,0
9493878,2,266.0,0,0,0,26.0,0.34267413931144913,77.81014378231473,0
1182581,2,2.0,31,36,62,19.0,0.5101500441306267,45.41381480006206,30
5695488,2,0.0,35,36,102,10.0,0.5943637916310845,47.013980392713016,13
3706750,2,7.0,8,38,74,23.0,0.5336283185840708,45.32591222601113,21
9609324,2,13.0,4,4,31,23.0,0.633085896076352,38.64079751586123,9
3745019,2,7.0,14,65,75,19.0,0.6155321188878236,42.524844516627894,54
3281066,2,1.0,13,32,86,18.0,0.6466165413533834,37.03445383271709,62
8981932,2,12.0,9,159,272,18.0,0.6268656716417911,41.12832391251477,129
7048674,2,0.0,52,100,129,22.0,0.6052366565961732,39.37205336340941,124
7059704,2,0.0,50,137,213,12.0,0.49740932642487046,49.39213874711159,121
3446262,2,0.0,75,162,261,22.0,0.6434699714013346,41.6874342270393,87
3606248,2,8.0,78,155,176,19.0,1.048903878583474,25.19207854499033,80
6531737,2,1.0,70,70,73,22.0,0.6882591093117408,41.38137624011462,13
8874983,2,27.0,4,24,121,25.0,0.5331541218637993,48.35399981623278,6
5382497,2,2.0,19,27,64,11.0,0.6605769230769231,41.36880181078466,76
1952531,2,0.0,149,219,326,14.0,0.38545454545454544,57.79489689532871,185
4363353,2,7.0,100,152,175,12.0,0.734717416378316,36.369163562975395,73
1499465,2,0.0,20,51,81,24.0,0.6023856858846919,40.989522129836594,38
3484188,2,1.0,24,43,82,20.0,0.701254275940707,35.893225530955014,58
8753356,2,43.0,0,31,104,25.0,0.4868881118881119,51.088208902575666,0
4443742,2,0.0,55,128,163,16.0,0.7860635696821516,33.56293527019426,132
4174118,2,93.0,0,0,0,21.0,0.4911816578483245,52.06614025140867,0
2269586,2,14.0,2,2,50,21.0,0.583029197080292,44.53640494103033,15
2099931,2,0.0,77,114,220,21.0,0.44089456869009586,50.4462447390569,18
2812713,2,0.0,106,168,168,12.0,0.85,32.340826131741224,55
8255953,2,7.0,2,9,56,30.0,0.7214206437291898,36.12672815220919,56
8584355,2,1.0,112,145,161,13.0,0.8467741935483871,31.358427306250483,113
7000081,2,561.0,0,0,0,22.0,0.09558160504959423,172.9352796663626,0
6213890,2,0.0,38,149,273,8.0,0.5958974358974359,41.09354156208538,94
3149584,2,97.0,0,0,0,22.0,0.5311653116531165,53.30105891401595,0
1959675,2,0.0,25,216,286,15.0,0.7580993520518359,37.42415527519367,165
9447359,2,5.0,40,133,149,22.0,0.9381153305203939,28.338689708472838,89
4607524,2,0.0,5,18,55,24.0,0.6762513312034079,37.21569673834388,56
5379211,2,1.0,6,25,110,19.0,0.7596439169139466,32.404959283173014,194
1851285,2,0.0,64,87,148,21.0,1.0678513731825525,25.485244010866825,144
7707585,2,63.0,0,0,2,17.0,0.9951298701298701,28.162775887106598,187
6309447,2,7.0,47,146,219,15.0,0.8685314685314686,30.38090976469201,65
4339538,2,20.0,1,1,9,20.0,0.7084745762711865,36.82747435169403,31
5379328,2,6.0,5,123,195,13.0,0.655850540806293,41.44810109786866,53
5815586,2,0.0,23,49,69,17.0,0.6130063965884861,37.51961000087255,46
3827001,2,7.0,41,76,148,15.0,0.8705234159779615,29.642086870589697,78
5007710,2,2.0,46,60,62,23.0,0.9065155807365439,28.08070820085587,107
3637532,1,6.0,11,23,37,20.0,3.4712041884816753,8.360968047016364,60
2185759,2,0.0,12,14,70,25.0,0.9641255605381166,26.96936708716866,84
1435072,2,182.0,0,0,0,24.0,0.4941860465116279,53.66321876364803,0
8019434,2,41.0,0,12,27,20.0,0.501002004008016,46.12457231275203,3
3944257,2,2.0,7,29,29,25.0,0.7432432432432432,35.221084238023124,22
3812018,2,84.0,0,0,1,17.0,0.6651933701657459,41.26396923778741,17
6780796,2,9.0,36,39,148,25.0,1.101141924959217,25.06117848115974,61
9831946,2,0.0,7,9,107,19.0,0.5547290116896918,47.32201079648041,12
3105989,2,6.0,51,52,109,22.0,1.2645403377110693,21.855495675231552,148
8050114,2,1.0,43,66,117,22.0,0.698876404494382,36.33624102682515,29
7614360,2,1.0,39,53,142,21.0,1.5727069351230425,17.801485261922785,212
1826277,2,240.0,0,0,0,17.0,0.45164506480558325,58.30393061442818,0
7338523,2,0.0,25,31,36,22.0,0.696078431372549,36.71081546355495,28
9471040,2,0.0,62,234,260,17.0,0.5688073394495413,43.650238885789705,94
1440353,2,21.0,29,54,54,21.0,0.56,48.725355992910075,0
2326469,2,0.0,41,94,105,23.0,0.7101096224116931,33.511018979102126,42
6334856,2,0.0,24,55,99,24.0,1.014992503748126,26.681332685112324,25
2069471,2,6.0,79,97,131,22.0,0.20742637644046094,110.09359925944536,59
4448731,2,0.0,18,48,61,19.0,0.8095238095238095,30.029600666952692,19
3370359,2,0.0,4,4,8,20.0,0.7758830694275274,32.54428580525086,24
3260587,2,14.0,48,50,52,17.0,0.6261780104712041,40.50853781788426,11
2423230,2,20.0,34,34,84,11.0,0.8457446808510638,30.90227395445345,31
8214053,2,0.0,132,161,173,5.0,0.6996587030716723,35.37387394501658,32
4504480,2,1.0,7,29,115,21.0,0.6452947259565667,40.949960499278326,0
2806266,2,56.0,0,8,35,14.0,0.7754010695187166,32.14630005020255,71
9360266,2,7.0,5,5,28,16.0,0.844474761255116,29.35747706463191,25
2309184,2,0.0,47,66,95,20.0,0.8632707774798928,30.119105142336846,89
5816345,2,0.0,76,448,468,17.0,0.7995169082125604,35.45337943005672,109
5797570,2,0.0,43,114,115,16.0,0.9712990936555891,26.864872738844323,107
3785281,2,1.0,71,119,128,21.0,0.9098143236074271,30.914028973167675,100
7546401,2,176.0,0,0,0,22.0,0.511326860841424,51.3740161748187,0
5132823,2,1.0,23,86,134,13.0,0.2566489361702128,83.49863364835748,49
5900732,2,42.0,0,15,39,21.0,0.7278177458033573,36.46114737513806,12
3555837,2,278.0,0,0,0,18.0,0.4143947655398037,60.39009121005905,0
7463368,2,2.0,162,261,294,17.0,0.7612359550561798,32.32189931913878,88
8992880,2,8.0,9,12,24,23.0,0.844566712517194,31.657877859079257,43
3217827,2,9.0,62,77,93,10.0,1.0293685756240822,27.36580708741753,29
2667560,2,2.0,36,38,54,23.0,0.8012422360248447,32.28258274629654,31
6174112,2,0.0,18,18,20,22.0,0.9600614439324117,26.209341300662274,58
1850553,2,0.0,9,53,77,20.0,0.9169096209912536,27.192220375970248,37
6223347,2,6.0,62,78,105,18.0,0.8464467005076142,31.45042629448032,74
8423024,2,0.0,113,128,140,24.0,0.8294573643410853,32.587952006605015,12
4176564,2,1.0,52,52,52,21.0,0.803921568627451,36.10043874743172,2
7672866,2,7.0,19,42,80,22.0,0.8643835616438356,29.83697498009942,32
2386155,2,406.0,0,0,0,16.0,0.3213457076566125,77.10557315682047,0
7638277,2,132.0,0,0,0,15.0,0.7142857142857143,40.39698499871316,0
9403123,2,5.0,10,22,43,17.0,1.0516351118760758,24.216371315537163,72
2610766,2,9.0,17,49,128,17.0,0.8104738154613467,32.158952635598695,3
2927116,2,121.0,0,0,0,25.0,0.5761124121779859,40.23431314475573,0
3226914,2,0.0,7,94,117,22.0,0.9026063100137174,29.287615737474333,36
6038158,2,0.0,47,179,208,14.0,1.2979166666666666,19.606867178034328,108
2926183,2,4.0,1,74,104,22.0,0.8685939553219448,30.43795261299714,12
6447904,2,0.0,114,128,140,19.0,1.0470957613814758,26.8414118065336,89
4896399,2,0.0,26,71,108,16.0,0.8326300984528833,30.7324684640254,35
8002271,2,2.0,45,140,153,17.0,0.9624277456647399,27.86841975915662,67
5307695,2,1.0,195,448,481,14.0,0.88,31.107592051219235,30
4402298,2,0.0,36,37,38,22.0,0.8825857519788918,30.093961405808468,6
5507779,2,8.0,2,2,25,28.0,0.802937576499388,33.86117244962474,2
6173855,2,0.0,10,10,10,22.0,0.8871165644171779,32.34278308202082,3
2052324,2,15.0,1,26,47,19.0,0.7705426356589147,33.39879068685013,29
3069157,2,13.0,18,25,26,12.0,0.9704579025110783,27.64499471235299,11
5693049,2,0.0,24,38,57,15.0,1.5694117647058823,17.116143876884852,150
8967546,2,7.0,12,82,82,13.0,1.2563025210084033,22.220462354644923,89
7081418,2,6.0,7,7,21,12.0,0.9811320754716981,28.135098928251384,65
1968965,2,3.0,37,37,70,17.0,0.9969834087481146,26.616145187592068,12
4018146,2,5.0,14,225,289,14.0,0.8113456464379947,32.62621028266767,11
7443916,2,0.0,9,160,185,12.0,1.197106690777577,22.393349133339203,91
5669465,2,7.0,12,100,123,4.0,0.3607305936073059,62.65254487605435,40
2360693,2,23.0,3,6,6,22.0,1.1243523316062176,23.926178999612553,6
6563658,2,0.0,31,41,70,17.0,1.1527272727272728,22.248464878207823,107
1919041,2,43.0,0,10,30,29.0,0.7586666666666667,32.99000108089727,4
4866131,2,6.0,2,2,48,20.0,0.9038208168642952,31.228192357714697,5
1075513,2,209.0,0,0,0,22.0,0.6046814044213265,42.332499153632114,0
7171329,2,124.0,0,0,0,18.0,0.7001303780964798,38.12722238394553,0
8548741,2,0.0,4,27,38,15.0,0.7039030955585465,38.475723545936354,7
8936259,2,34.0,0,33,58,12.0,1.2670682730923695,20.936993898464323,28
7343299,2,9.0,8,8,8,23.0,0.9648173207036536,29.688550349905128,3
6070462,2,0.0,15,39,109,18.0,1.3719512195121952,19.536559668274887,106
2669576,2,0.0,43,64,106,18.0,1.1695804195804196,22.704317444786156,32
9411341,2,6.0,68,130,153,20.0,1.483370288248337,18.624500618247176,55
6484161,2,2.0,6,19,44,17.0,0.9586894586894587,29.26149498950758,13
1240419,2,2.0,80,110,161,17.0,0.9983870967741936,26.38916211406695,14
5941646,2,0.0,50,50,54,12.0,1.869109947643979,15.29730261308367,50
4185986,2,343.0,0,0,0,16.0,0.3244005641748942,73.48708639381387,1
8916675,2,1.0,1,32,50,18.0,1.2865384615384616,21.073775378353986,34
9617091,2,6.0,6,6,6,21.0,0.8526603001364257,29.35782310065413,0
2183774,2,1.0,4,267,335,13.0,1.1742286751361162,23.165052067318616,29
6964217,2,13.0,42,44,64,15.0,0.9873015873015873,27.659398115051065,24
5069253,2,1.0,11,117,121,12.0,1.3192389006342495,19.543395425081613,28
6534144,2,1.0,7,33,49,21.0,1.0450751252086812,25.183130092219635,4
2949579,2,169.0,0,0,0,20.0,0.29528535980148884,78.94728055257738,0
9972490,2,65.0,0,0,9,16.0,0.975,27.8151328495617,60
4456084,2,22.0,41,115,134,12.0,0.9778481012658228,25.83533243222746,64
6935458,2,8.0,17,33,58,19.0,0.9096296296296297,27.216496590546086,8
7318001,2,7.0,12,65,86,23.0,1.150709219858156,23.28241208795112,42
9793939,2,0.0,91,154,270,18.0,0.8738404452690167,29.737449113448978,33
7386675,2,1.0,32,104,128,18.0,1.223968565815324,20.787256434336722,49
9964947,2,69.0,0,0,23,18.0,0.922514619883041,29.929926397993576,1
1408866,2,41.0,0,7,19,18.0,1.0813559322033899,25.825669307550367,2
9668440,2,1.0,35,211,221,18.0,0.975736568457539,28.420888861123995,27
5031023,2,58.0,0,2,32,19.0,0.9447004608294931,28.22196672888057,8
2313706,2,10.0,14,58,58,24.0,0.8961832061068702,29.131596522253776,3
5117765,2,433.0,0,0,0,18.0,0.32994186046511625,66.52208057568853,0
7238034,2,0.0,17,46,63,17.0,1.173310225303293,23.30561518873998,42
9507282,2,49.0,0,13,21,14.0,1.0104947526236883,28.889146204723016,3
2380506,2,62.0,0,0,14,7.0,0.9242902208201893,27.410253539483993,0
7373733,2,8.0,1,27,40,21.0,0.9679389312977099,27.840871214816556,3
9288643,2,23.0,3,39,49,21.0,1.0373514431239388,25.866338191509268,51
7805971,2,15.0,4,4,17,22.0,1.0385906040268456,25.083959334517402,15
5391951,2,8.0,32,52,87,22.0,1.0826580226904376,24.682262302636804,11
9221445,2,15.0,1,118,147,16.0,1.0349013657056145,27.857366460823336,0
9985628,2,69.0,0,0,7,19.0,1.0415335463258786,27.301805122259985,3
5836005,2,15.0,15,22,27,9.0,0.9279141104294478,28.232430402820086,0
5180118,2,342.0,0,0,0,12.0,0.45454545454545453,52.63264945252244,3
1224236,2,14.0,3,13,24,20.0,1.3241650294695482,20.713139050741145,73
9000905,2,8.0,23,32,53,19.0,1.332657200811359,20.373792963315747,66
7043570,2,1.0,127,218,222,17.0,1.1480637813211845,24.494856849101996,40
2432043,2,0.0,22,28,48,5.0,1.2617328519855595,22.284703355134766,39
9608131,2,0.0,232,351,369,9.0,1.4365079365079365,20.433437654313376,96
4104271,2,9.0,13,20,21,23.0,1.375,20.20154718100669,86
2344288,2,75.0,0,0,9,13.0,0.8573619631901841,29.634923226363608,0
4681819,2,310.0,0,0,0,22.0,0.26810477657935283,79.59467945445924,0
3771083,2,0.0,38,40,44,20.0,1.1783876500857633,23.612376588474447,44
5537259,2,22.0,15,84,85,23.0,0.9206842923794712,31.13786392027695,0
4498135,2,1.0,51,84,111,18.0,1.4341252699784017,18.81074283899653,37
5684224,2,0.0,8,14,26,27.0,1.0226904376012966,24.785645974067812,3
2295841,2,0.0,38,45,45,18.0,1.4966887417218544,17.988703512708735,40
3786990,2,6.0,66,127,141,20.0,0.92573402417962,28.38771725173843,11
7309474,2,0.0,10,44,55,15.0,1.4644444444444444,18.064083189029308,37
9606470,2,2.0,61,501,532,13.0,0.2755267423014587,99.88218595943874,3
1398818,2,12.0,49,131,201,20.0,1.0680272108843538,25.435689312112675,13
4086644,2,2.0,3,7,7,19.0,1.8290155440414508,15.541266209565086,29
2762280,2,15.0,1,21,22,18.0,1.3408624229979467,20.829869916685098,27
2441816,2,128.0,0,0,0,16.0,1.3448275862068966,20.757742261028287,0
9401556,2,0.0,10,10,10,17.0,1.1462994836488813,23.553365297304627,19
2314565,2,56.0,0,1,1,19.0,1.0692717584369449,25.53616982924659,2
7790619,2,2.0,102,122,184,15.0,1.730478589420655,16.445189107198598,99
2728779,2,57.0,0,1,1,16.0,1.2128060263653484,23.25997462218936,8
8452328,2,6.0,8,32,32,17.0,1.4188911704312115,19.500308768763716,12
2185911,2,1.0,47,64,64,16.0,1.0349040139616057,26.697231061471093,6
